id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
111648,scientific studies analyzing sleep position healthiest ?,control sleep studying ?,0,0.0,0.0,40,0.8571428571428571
111649,"type engineering build robots , drones etc . ?","iits produce best engineering minds india , many tech competitions robotics etc . smaller colleges ?",0,0.0,0.0,68,0.926829268292683
111650,top mobile app development companies bangalore ?,best mobile app development companies bangalore ?,1,0.0,0.0,4,1.0
111651,black holes made ?,"black holes exist , made ?",0,0.0,0.0,8,0.8666666666666667
111652,one make money online ?,earn money online ?,1,0.0,0.0,6,0.9090909090909091
111653,one earn money home online india ?,site online earning india ?,0,0.04243533329064481,0.0,17,0.7692307692307693
111654,good marketing strategies music ?,develop good essay topic ; `` improving quality human diet vegetables '' ? 'm writing test next week,0,0.0,0.0,79,0.7272727272727273
111655,debenham 's mission vision ?,mission serpo ?,0,0.0,0.0,17,0.6666666666666666
111656,congruent solutions good company ?,"placed embedded company named `` pantech solutions '' . enter field , future good ?",0,0.0,0.0,62,0.8372093023255814
111657,heaven like believers according bible ?,big heaven according bible ?,1,0.0,0.0,16,0.9375
111658,antonyms used sentences ? examples ?,examples adjectives used sentence ?,0,0.0,0.0,27,0.8484848484848485
111659,people signaling wear burka niqaab ?,calculate predicted mortlaity using pelod score ?,0,0.0,0.0,39,0.7428571428571429
111660,safe travel beirut lebanon ?,international travel : safe lebanon ?,1,0.0,0.0,18,0.9333333333333333
111661,getting status `` police verification report clear application review regional passport office '' 1 month . ?,passport status mean : 'police reports submitted respective thana review sp office ' ?,0,0.06337747234040697,0.0,71,0.851063829787234
111662,tips making job interview process myers industries ?,tips making job interview process msc industrial ?,0,0.0,0.0,6,0.9545454545454546
111663,puffy nipples normal ?,nipples puffy ?,0,0.0,0.0,12,0.8461538461538461
111664,best way starting buisness ?,start buisness ?,1,0.0,0.0,12,0.88
111665,"happens heaven person first spouse , second spouse reunited ?",happens heaven spouse dies remarry ?,1,0.0,0.0,32,0.8235294117647058
111666,best way settle canada ?,easiest way settle canada ?,0,0.0,0.09999999999999998,4,0.9230769230769231
111667,best book reasoning bank exams ?,best bank exam books ?,1,0.10688597483639817,0.0,17,0.8888888888888888
111668,first-time sex sometimes painful girl ?,age sex first time ?,0,0.0,0.0,27,0.8
111669,gray dots mean find iphone ?,two black dots near front camera iphone ?,0,0.0,0.0,20,0.8108108108108109
111670,"feel like committing suicide , deal ?",feel like committing suicide ?,1,0.0,0.0,7,0.9411764705882353
111671,tastiest food india ?,national food india ?,0,0.05019115914644377,0.0,6,0.8571428571428571
111672,people ask questions quora easily answerable via quick internet search ?,people find easier stage simple questions quora rather spending minutes internet find straight answers ?,1,0.043591522366993964,0.0,60,0.7804878048780488
111673,south africa deteriorated turbulent country ?,countries south america africa properly developed ? done ?,0,0.0,0.0,40,0.8947368421052632
111674,n't jews believe eternal hell ?,jews believe ?,0,0.0,0.0,17,0.7692307692307693
111675,"separates junior , intermediate senior web developers ?",goal become senior software engineer . would achieve faster attending hack reactor continuing work junior web developer ?,0,0.0,0.0,83,0.8444444444444444
111676,get kaththi english subtitles ?,get tamil subtitles audio file english movie ?,0,0.0,0.0,29,0.8125
111677,ever reach immortality ?,reach 0 kelvin ?,0,0.0,0.0,15,0.7407407407407407
111678,take premarital sex ?,'s wrong premarital sex ?,0,0.0792341998802453,0.0,8,0.8
111679,useful productivity rich hacks outlook ?,interesting hacks microsoft outlook ?,1,0.0,0.0,27,0.8108108108108109
111680,thermodynamics : blowing stirring coffee ( cool ) really work ?,examples adiabatic processes occurring nature ?,0,0.0,0.0,48,0.7441860465116279
111681,anyone experience using modafinil adhd pi ?,anyone used modafinil treating adhd pi ? many years use ?,1,0.0,0.0,37,0.9230769230769231
111682,become ceo microsoft ?,become ceo microsoft ?,1,0.0,0.0,0,1.0
111683,unknown features eyeem photo app ?,interesting generally unknown features iphone 6 ?,0,0.0,0.0,33,0.8648648648648649
111684,use push-button wps wi-fi setup iphone/ipad ?,wi-fi airports generally safe use ?,0,0.0,0.0,37,0.7777777777777778
111685,download new 70-642 exam dumps ?,get mcse 70-463 real exam questions dumps ?,0,0.0,0.0,28,0.8
111686,maintain focus php ?,maintain focus php & js ?,0,0.0,0.0,5,0.9333333333333333
111687,better spanish ?,get better spanish ?,1,0.0,0.0,4,0.96
111688,"one 's perspective consist ? thoughts , beliefs ?",scientists big business tycoons make signatures ( physical sign digital ) letters dat r sent people appreciation ?,0,0.0,0.0,89,0.7441860465116279
111689,love someone without love ?,possible love someone without love ?,1,0.0,0.0,9,0.9333333333333333
111690,tv series worth watching ?,tv series worth watching ?,1,0.0,0.0,0,1.0
111691,become emotionally available less detached ?,best way become logical less emotional ?,0,0.0,0.0,29,0.8484848484848485
111692,green tea really reduces weight ?,green tea reduce weight ? work ? many glasses daily ?,1,0.0,0.0,34,0.918918918918919
111693,'s best way handle accused lack empathy ?,'s best way handle accused lack empathy ?,1,0.0,0.0,0,1.0
111694,advantages disadvantages globalization ?,"would ( economic , social , political ) advantages disadvantages common global currency ? would affect global trade ?",0,0.0,0.0,81,0.7
111695,iphone 6 worth price ?,iphone worth buying ?,1,0.0,0.0,7,0.7857142857142857
111696,western practical medicine really naming things latin prescribing drugs told pharma companies ?,"office workplace culture : software company , managers really necessary role easily performed engineer programmer ?",0,0.0,0.0,85,0.8636363636363636
111697,capricorn men cheat ?,capricorn men like affection ?,0,0.0,0.0,11,0.8571428571428571
111698,"universe everything , scientists say universe expanding , expanding ?","big bang created space-time , universe currently expanding ?",1,0.0,0.0,37,0.8780487804878049
111699,death penalty ?,death penalty ?,1,0.0,0.0,0,1.0
111700,start new cafe ?,'s best strategy start cafe ?,1,0.0,0.0,17,0.75
111701,major stereotypes people myanmar extent true ?,major stereotypes people jordan extent true ?,0,0.0,0.0,6,0.9696969696969697
111702,sexual feels towards crush ?,guy act towards crush ?,0,0.0,0.0,10,0.8
111703,delete questions quora ?,delete questions asked quora ?,1,0.09327450211544876,0.0,6,0.9655172413793104
111704,tips making job interview process sigma designs ?,tips making job interview process sigma-aldrich ?,0,0.0,0.0,8,0.9302325581395349
111705,best strategy playing pac-man well ?,would called pac-man creator ?,0,0.0,0.0,25,0.7647058823529411
111706,scientology ?,`` hole '' scientology ?,0,0.0,0.0,11,0.8888888888888888
111707,see views flipagram ?,"see viewed snapstory , list names seems appear different order snap . order indicate , anything ?",0,0.0,0.0,79,0.7567567567567568
111708,"possible person loses ability see colours , perceives world nuances grey trauma ( e.g . severe illness ) ? yes , might condition reversible ?","learning ability person declines age ? yes , reversed ?",0,0.0,0.0,97,0.8444444444444444
111709,get mentally strong ?,become mentally stronger ?,1,0.0,0.0,7,0.9285714285714286
111710,synopsis ?,synopsis ?,1,0.0,0.0,0,1.0
111711,real life examples deadlock ?,real life examples going hero zero ?,0,0.0,0.0,14,0.7878787878787878
111712,cheese processed ?,processed cheese made ? long take mature processed cheese ?,0,0.0,0.0,41,0.7142857142857143
111713,want start watch company . begin ?,start watch company ?,1,0.0,0.0,13,0.8484848484848485
111714,"far remember uae used scarce rain . since dubai , uae start getting heavy rain storms ?",point election night realize going bad night hillary clinton democrats ?,0,0.0,0.0,64,0.8095238095238095
111715,handle blackmailed video ?,best way act blackmailed ?,0,0.0,0.0,17,0.7333333333333333
111716,best coaching centre cat delhi ?,best coaching institute cat preparation delhi ?,1,0.0,0.0,19,0.9411764705882353
111717,"scottish vote 'yes ' stay united kingdom , england , wales northern ireland able referendum whether let ?","would england better `` dumped '' wales , northern ireland scotland ?",0,0.0,0.0,68,0.875
111718,make friends quora ?,possible make internet friends quora ? ?,1,0.0,0.0,20,0.8823529411764706
111719,radical surprising open secret celebrity celebrity couple ?,"chance slap celebrity , would ?",0,0.0,0.0,37,0.8947368421052632
111720,signs someone likes ?,tell-tale signs someone likes ?,1,0.0,0.0,10,0.88
111721,best institute gmat preparations delhi ?,best institute preparing gmat delhi/ncr ?,1,0.0,0.0,17,0.918918918918919
111722,easy ways suicide ?,easy ways suicide ?,1,0.0,0.0,0,1.0
111723,"gender exist , social construct ?","gender social construct , n't feminists saying gender n't really exist ?",0,0.0,0.0,50,0.8947368421052632
111724,rate selection icici bank po interview ?,rate selection icici bank po gd ?,0,0.0,0.0,9,0.8823529411764706
111725,difference hope faith say hope faith ?,"differences faith , belief , hope trust ?",0,0.0,0.0,20,0.8571428571428571
111726,educated actor bollywood ?,short girls ?,0,0.0,0.0,20,0.5
111727,book best preparation physics neet ?,best book preparation physics neet ?,1,0.0,0.0,6,1.0
111728,reading wars ?,war ?,0,0.0,0.0,9,0.625
111729,best programming language beginners learn ?,would best programming language diy learn today ?,1,0.0,0.0,19,0.9142857142857143
111730,one become professional singer ?,learn professional singer ?,0,0.0,0.0,9,0.896551724137931
111731,"major landforms texas , compare famous landforms colorado ?","major landforms texas , compare famous landforms florida ?",0,0.0,0.0,4,0.9743589743589743
111732,relationship pakistan india ?,relationship pakistan india ?,1,0.055763415244946775,0.0,0,1.0
111733,evolution theory explain many kinds plants ?,"proposed theories relating evolution australia many unusual , rare deadly animals ?",0,0.0,0.0,58,0.9
111734,mistakenly entered wrong pin debit card 3 times . card blocked transactions . unblock ( 's sbi debit card ) ?,sbi global debit card visa ?,0,0.0,0.09090909090909094,89,0.6829268292682927
111735,signs bad transmission control module safe drive 's bad ?,symptoms bad transmission control module ?,1,0.0,0.0,24,0.8421052631578947
111736,carry zippo lighter flight ?,"quality classifications types zippo lighters , ?",0,0.0,0.0,33,0.8648648648648649
111737,determine number electrons element ion ?,determine number neutrons element ion ?,0,0.0,0.0,3,0.9655172413793104
111738,features mukesh ambani 's house antilia ?,"interesting facts antilia , residence mukesh ambani ?",0,0.0,0.0,38,0.8421052631578947
111739,best secrets great programmers ?,best-kept secrets great programmers ?,1,0.0,0.0,5,0.9285714285714286
111740,turn screen overlay android ?,turn screen overlay android 6.0 ?,1,0.0,0.0,4,0.9142857142857143
111741,fill money order ?,purchase money order ?,0,0.0,0.0,8,0.6666666666666666
111742,best book python ?,best book python ?,1,0.0,0.0,0,1.0
111743,best get started freelancing web developer and/or telecommute web developer ?,start freelancing web developer ?,1,0.0,0.0,44,0.926829268292683
111744,"band-aid , spoon grass . solve global issue innovation combining random nouns invent solution ?",goku gohan stay super saiyans even n't training cell games ?,0,0.0,0.0,71,0.7906976744186046
111745,best unity beginner tutorial ?,quality resources unity beginners main website ?,0,0.0,0.0,27,0.8823529411764706
111746,see boyfriend views instagram ?,app see viewed pictures instagram ?,1,0.0,0.0,16,0.8
111747,monthly expense family 2 adults 1 kid singapore ?,best tweets/jokes gurgaon traffic jam ?,0,0.0,0.0,38,0.6976744186046512
111748,"really dark blonde hair want go light blonde , use hair color , need bleach first ?",used blonde dye hair lifted color dark strawberry blonde first application . want go even lighter . bleach another round blonde dye ?,0,0.0,0.0,93,0.9130434782608695
111749,faux pas among drivers ?,cultural faux pas among litigators ?,0,0.0,0.0,16,0.8235294117647058
111750,best places visit honeymoon february ?,best places visit honeymoon april-july ?,0,0.0,0.0,9,0.926829268292683
111751,new years resolutions 2017 ?,new year resolution 2017 ?,1,0.0,0.09999999999999998,2,1.0
111752,mind-blowing facts finland ?,mind-blowing facts taiwan ?,0,0.0,0.0,5,1.0
111753,know build career iot ?,build career iot ?,1,0.0,0.0,5,0.896551724137931
111754,tata sons removed/sacked cyrus mistry chairman ?,tata sons replaced cyrus mistry ratan tata ?,1,0.0,0.0,16,0.8333333333333334
111755,learn spanish pune ?,learn spanish mumbai ?,0,0.0,0.0,5,0.9230769230769231
111756,non-programmed decisions ?,differences programmed non-programmed decisions ?,0,0.0,0.0,23,0.967741935483871
111757,cost 2 day tour mount abu ?,okay . absolute worst date ever went ?,0,0.0,0.0,28,0.7272727272727273
111758,cutest reply girlfriend asks love ?,cutest thing said girlfriend touched heart ?,0,0.0,0.0,22,0.8648648648648649
111759,great side dishes go well mac cheese ?,examples sides go best mac cheese ?,1,0.0,0.0,15,0.8484848484848485
111760,make money ppc ?,make money ppc ?,1,0.0,0.0,0,1.0
111761,american restaurant chains found norway ? norwegian people think ? e,american restaurant chains found norway ? norwegian people think ?,1,0.0,0.0,2,1.0
111762,dank questions keep marked need improvement ?,ca n't seem ask anything anymore . quora keep marking questions needing improvement ?,1,0.0547505145711285,0.0,47,0.85
111763,reason buy phne 7 ?,trump 's medical exam reveals low testosterone high estrogen counts ?,0,0.0,0.0,57,0.6111111111111112
111764,get internship google ?,get internship google ?,1,0.0,0.0,0,1.0
111765,"makes rock roll , rock roll ?",makes rock roll song rock ?,0,0.0,0.0,7,0.88
111766,state secede united states ?,us state secede union ?,1,0.0,0.0,13,0.9565217391304348
111767,move banning 500 & 1000 rupee notes right ?,government abruptly banning 500 rupees 1000 rupees currency notes india ?,1,0.0,0.0,37,0.8636363636363636
